index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
8264,1293599712939917312,2020-08-12 17:26:20+00:00,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug let me know if you guys want me to commit suicide? @DoT_India @TRAI @Secretary_DoT plz save my life...,bharat8007,0,1,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @DoT_India @TRAI @Secretary_DoT,
8265,1293599658288099328,2020-08-12 17:26:07+00:00,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug let me know if you guys want me to commit suicide? @DoT_India @TRAI @Secretary_DoT plz save my life...,bharat8007,0,0,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @DoT_India @TRAI @Secretary_DoT,
8266,1293599611932745728,2020-08-12 17:25:56+00:00,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug let me know if you guys want me to commit suicide? @DoT_India @TRAI @Secretary_DoT plz save my life...,bharat8007,0,0,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @DoT_India @TRAI @Secretary_DoT,
8267,1293599528931581955,2020-08-12 17:25:36+00:00,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug let me know if you guys want me to commit suicide? @DoT_India @TRAI @Secretary_DoT plz save my life...,bharat8007,0,0,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @DoT_India @TRAI @Secretary_DoT,
8268,1293599330427793410,2020-08-12 17:24:48+00:00,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug let me know if you guys want me to commit suicide? @DoT_India @TRAI @Secretary_DoT plz save my life...,bharat8007,0,0,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @DoT_India @TRAI @Secretary_DoT,
8281,1293597849679257607,2020-08-12 17:18:55+00:00,"@AIRTEL_KE your network is shit you need to reimburse our data, super slow network.nkt",Kennedy_wafula,0,0,,@AIRTEL_KE,
8290,1293596488958976000,2020-08-12 17:13:31+00:00,@Airtel_ke can u pliz explain what happened to my monthly unliminet sms bundles? 0738194893,Jahstafa,0,0,,@AIRTEL_KE,
8297,1293595519357460486,2020-08-12 17:09:40+00:00,Hey @AIRTEL_KE I want to purchase this bundle and would like to know if the 2.5gb runs for 24hrs consecutively or its split between night and day data ,Muyamartin,0,0,,@AIRTEL_KE,
8300,1293594964442656772,2020-08-12 17:07:28+00:00,"@AIRTEL_KE Hello. Kindly assist, my line isn't working. No data, no calls going through. Line is 0735911442.",HexanetSystems,0,0,,@AIRTEL_KE,
8301,1293594550301331456,2020-08-12 17:05:49+00:00,Hi @AIRTEL_KE . My network isn't working? What's the problem? 0735911442,HexanetSystems,0,0,,@AIRTEL_KE,
8305,1293591913480814595,2020-08-12 16:55:20+00:00,Siku izi @SafaricomPLC ni bure kabisa. Been calling them concerning my till number operator ID n PIN issues lakini wapi? Naona @AIRTEL_KE money ikiweza sana.,DenoDenowski,0,0,,@SafaricomPLC @AIRTEL_KE,
8316,1293590261218541569,2020-08-12 16:48:46+00:00,@AIRTEL_KE what is your customer service care numbers,anthonykuria85,0,0,,@AIRTEL_KE,
8319,1293588914406555653,2020-08-12 16:43:25+00:00,@AIRTEL_KE !! @AIRTEL_KE !! @AIRTEL_KE !! Nimewaita Mara ngapi?,Ottovon05,0,0,,@AIRTEL_KE @AIRTEL_KE @AIRTEL_KE,
8322,1293585980549734402,2020-08-12 16:31:46+00:00,"@AIRTEL_KE Hi, what is the meaning of night bundles because I have 300mbs night bundles that don't work whether night or day?",Naff16,0,0,,@AIRTEL_KE,
8326,1293585119794667526,2020-08-12 16:28:20+00:00,"@SafaricomPLC @Safaricom_Care whats wrong with your mpesa services,surely even wothout notification? @PeterNdegwa_ you better up your game on this,been experiencing alot of inconveniences. @AIRTEL_KE you should become a better option now under such situations.",benakims,0,0,,@SafaricomPLC @Safaricom_Care @PeterNdegwa_ @AIRTEL_KE,
8338,1293577489516724225,2020-08-12 15:58:01+00:00,How valid are these discounts @SafaricomPLC @Safaricom_Care @AIRTEL_KE ,alinory_KWENA,0,0,,@SafaricomPLC @Safaricom_Care @AIRTEL_KE,
8341,1293575988639670272,2020-08-12 15:52:03+00:00,Hey there @AIRTEL_KE .. installing your app and it is asking me for a Airtel Money PIN before proceeding. Do I need to have the wallet to use the app?,cmutena,0,0,,@AIRTEL_KE,
8346,1293573624604090374,2020-08-12 15:42:40+00:00,@AIRTEL_KE How do I speak to an agent on the customer care line?,Michelleshiko,0,0,,@AIRTEL_KE,
8349,1293573115512061952,2020-08-12 15:40:38+00:00,@AIRTEL_KE have a C and J who promise you heaven and present you with air. Then there is @DStv_Kenya E. He often responds quickly,Karey_mwari,0,1,,@AIRTEL_KE @DStv_Kenya,
8363,1293565425184276480,2020-08-12 15:10:05+00:00,@AIRTEL_KE check dm,Alex_a60,0,0,,@AIRTEL_KE,
8364,1293565343105986560,2020-08-12 15:09:45+00:00,@AIRTEL_KE Kindly advise why my line is disabled/diactivated 0735652913,Kammader,0,0,,@AIRTEL_KE,
8365,1293565223253749761,2020-08-12 15:09:17+00:00,@AIRTEL_KE check DM,Hon_Tim0,0,0,,@AIRTEL_KE,
8366,1293564860366807040,2020-08-12 15:07:50+00:00,@AIRTEL_KE Whence do I select to pay with airtime? ,254_nigga,0,0,,@AIRTEL_KE,
8367,1293564691269275648,2020-08-12 15:07:10+00:00,@AIRTEL_KE what's up with your call center? Kindly check dm,Nashpae,0,0,,@AIRTEL_KE,
8371,1293561497352916992,2020-08-12 14:54:28+00:00,"Tangu @bobcollymore aende munaringa Sana ku serve clients, issue yangu nime raise na na phone calls mara mingi kuliko hata vile MOH ime raise issue ya korona lakini na hakuna mtu ana shughulika @AIRTEL_KE si munifanyie porching........",Georgeotienoon7,0,2,,@bobcollymore @AIRTEL_KE,
8373,1293561128396546050,2020-08-12 14:53:00+00:00,@pesapalcare @Pesapal @AIRTEL_KE Where is OHC9K6L8GD Mpesa confirmed at 4.51 pm,irdafrica_Kenya,0,0,,@pesapalcare @Pesapal @AIRTEL_KE,
8378,1293555672693563393,2020-08-12 14:31:20+00:00,@AIRTEL_KE what's up with the network?,ombadoTobey,0,0,,@AIRTEL_KE,
8382,1293553859877638144,2020-08-12 14:24:07+00:00,All your customer care agents have been busy all day? @AIRTEL_KE smh. How convenient!,Dojaflat,0,0,,@AIRTEL_KE,
8386,1293550092868128770,2020-08-12 14:09:09+00:00,@Airtel_Presence @airtelindia @BandBajaateRaho #airtelthanks @AirtelNigeria @AIRTEL_KE @Airtel_Ug,Naarishakti8,1,2,,@Airtel_Presence @airtelindia @BandBajaateRaho @AirtelNigeria @AIRTEL_KE @Airtel_Ug,#airtelthanks
8391,1293548363644841984,2020-08-12 14:02:17+00:00,@AIRTEL_KE No one picks your calls. How do you serve customers? This is the reason I guess @SafaricomPLC beats you hands down.,RorioElkana,0,0,,@AIRTEL_KE @SafaricomPLC,
8394,1293547668485165056,2020-08-12 13:59:31+00:00,@AIRTEL_KE Will always tell you here to assist but in real sence you will learn how to live with your problems. Two years down the line they are still working on their network in Utawala ,happyhum7,0,1,,@AIRTEL_KE,
8395,1293545941128089601,2020-08-12 13:52:39+00:00,@AIRTEL_KE you've blocked my line demanding I make unspecified payments @CA_Kenya kwani it's a cartels see DM with details,remremtaita,0,0,,@AIRTEL_KE @CA_Kenya,
8400,1293543809222090753,2020-08-12 13:44:11+00:00,@AIRTEL_KE fix your network please!!! Its been whack all day. Not too much to ask.,KunguMiss,0,1,,@AIRTEL_KE,
8403,1293541571120574465,2020-08-12 13:35:18+00:00,@AIRTEL_KE ...yaani nanunua bundles alafu mnaninyima na kunipimia network...,ombasahanderso1,0,0,,@AIRTEL_KE,
8407,1293538839479431171,2020-08-12 13:24:26+00:00,@AIRTEL_KE shida yenu hua nini. You send us a message to subscribe a certain offer then mnadissapoinr ,Itsbryan_koech,0,0,,@AIRTEL_KE,
8411,1293536217984913408,2020-08-12 13:14:01+00:00,@AIRTEL_KE waskie,brayohjrjoshua,0,0,,@AIRTEL_KE,
8413,1293535773820690434,2020-08-12 13:12:15+00:00,"@AIRTEL_KE how can I buy the 2.5gb data daily @1000, I can't seem to find it in the app.",DUNNKACH,0,0,,@AIRTEL_KE @1000,
8436,1293531511304720389,2020-08-12 12:55:19+00:00,@AIRTEL_KE your call drops are annoying AF! For months now I have no confidence to call. ,254drastic,0,1,,@AIRTEL_KE,
8441,1293530818464423937,2020-08-12 12:52:34+00:00,@AIRTEL_KE can you upgrade my number to 4G?,lodezbonie,0,0,,@AIRTEL_KE,
8447,1293529914616889345,2020-08-12 12:48:58+00:00,@AIRTEL_KE launches Airtel TV app http://www.communicationsafrica.com/mobile/airtel-kenya-launches-airtel-tv-app,CommsAfrica,0,0,,@AIRTEL_KE,
8448,1293529565063716866,2020-08-12 12:47:35+00:00,@AIRTEL_KE this is unacceptable the line still has disturbances!!!,harleenjabs,0,0,,@AIRTEL_KE,
8452,1293528955761328129,2020-08-12 12:45:10+00:00,@AIRTEL_KE please check DM,Le_noti,0,0,,@AIRTEL_KE,
8463,1293526458170736643,2020-08-12 12:35:14+00:00,@AIRTEL_KE kindly check DM,JustThuo,0,0,,@AIRTEL_KE,
8464,1293526332819877890,2020-08-12 12:34:44+00:00,Hey @AIRTEL_KE Airtime sambaza (m2u) is not working,KenyanElder,0,0,,@AIRTEL_KE,
8465,1293526139391049728,2020-08-12 12:33:58+00:00,"@AIRTEL_KE Hello, Please check DM^NG",pesapalcare,0,0,,@AIRTEL_KE,
8470,1293525154312708096,2020-08-12 12:30:03+00:00,@AIRTEL_KE wasee data inaexpire before nitumie....shida yenu hukuwa wapi? I bought data....been playing with the data connection button for a day now..mnirudishie kredo basi ,osoraaw,0,0,,@AIRTEL_KE,
8472,1293524686396104704,2020-08-12 12:28:12+00:00,@AIRTEL_KE please check my DM,annah_bien,0,0,,@AIRTEL_KE,
8478,1293522945097306112,2020-08-12 12:21:17+00:00,How much is @AIRTEL_KE worth? Nadai kuinunua niigeuze radio station,Macharia__,5,36,,@AIRTEL_KE,
8515,1293507841127481344,2020-08-12 11:21:16+00:00,"Hello, we can confirm you provided, BillReferenceNumber As 0734779046 . @AIRTEL_KE kindly assist transfer funds.^NG",pesapalcare,0,0,,@AIRTEL_KE,
8527,1293504702932570112,2020-08-12 11:08:47+00:00,Hey @AIRTEL_KE why do i keep getting calls from this no. - 304009990112 ?,prr_kangkang,0,0,,@AIRTEL_KE,
8543,1293500100770136071,2020-08-12 10:50:30+00:00,"@AIRTEL_KE . How can I stop promotional messages on my line, especially from Airtel. ",BhenricahMo,0,0,,@AIRTEL_KE,
8544,1293499534434349056,2020-08-12 10:48:15+00:00,@AIRTEL_KE How can one buy airtime using Mpesa?,rasley_Cira,0,0,,@AIRTEL_KE,
8557,1293494558576332801,2020-08-12 10:28:29+00:00,POURQUOI NOUS #ASPHYXIER AUTANT EN CETTE PÉRIODE AU COMBIEN #SERVILE? #CORONAVIRUS #COVID19 @Airtel_GA @airtel_congob @airtelrdc @airtelniger @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews #GABON #LIBEREELALIBERTE DE L'#AFRIQUE,IgowaW,0,0,,@Airtel_GA @airtel_congob @airtelrdc @airtelniger @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews,#ASPHYXIER #SERVILE #CORONAVIRUS #COVID19 #GABON #LIBEREELALIBERTE #AFRIQUE
8559,1293493990503981056,2020-08-12 10:26:13+00:00,@AIRTEL_KE downloaded the Airtel app tv didn't receive the 1gb,SirHenrike,0,0,,@AIRTEL_KE,
8562,1293493624416669698,2020-08-12 10:24:46+00:00,"@AIRTEL_KE mbona customer care lines zenu haziwork?? Besides, line yangu mlifunga data kwanini? ",SimoGpange,0,1,,@AIRTEL_KE,
8569,1293491433345867776,2020-08-12 10:16:04+00:00,@AIRTEL_KE check your DM,rasley_Cira,0,0,,@AIRTEL_KE,
8572,1293489619401613312,2020-08-12 10:08:51+00:00,Hey @AIRTEL_KE hii ni nini??? ,mgiriama_flani,1,2,,@AIRTEL_KE,
8574,1293489365310726146,2020-08-12 10:07:51+00:00,Hey @AIRTEL_KE please activate this line and respond to DMs...it's been hours ,Mercymutai_,1,3,,@AIRTEL_KE,
8575,1293489239771041799,2020-08-12 10:07:21+00:00,Hey @AIRTEL_KE nisaidieni na namba yenu ya customer care.,mgiriama_flani,0,0,,@AIRTEL_KE,
8577,1293489031628705792,2020-08-12 10:06:31+00:00,@AIRTEL_KE please check DM and feedback urgently.,eugenetrix,0,0,,@AIRTEL_KE,
8579,1293488406434123779,2020-08-12 10:04:02+00:00,@AIRTEL_KE why is your network today acting up soo much. It keeps on going off and on. Check my line 0756534845,stanohthe1,0,1,,@AIRTEL_KE,
8580,1293488224065802242,2020-08-12 10:03:19+00:00,@AIRTEL_KE It has been now three months of NUISANCE relating to your STUPID daily lunch hour calls. ,DavidBNabiswa,0,0,,@AIRTEL_KE,
8597,1293482239183986689,2020-08-12 09:39:32+00:00,"Hi @AIRTEL_KE, airtel money mtaleta huku shimalavandu lini?",w3p_s,0,8,,@AIRTEL_KE,
8599,1293480744673845249,2020-08-12 09:33:35+00:00,@AIRTEL_KE kindly check DM,KarenMuchara,0,0,,@AIRTEL_KE,
8604,1293479006751404033,2020-08-12 09:26:41+00:00,@AIRTEL_KE Why is it that your internet disconnects everyday at around 0900hrs.??,KimaniMurathe,0,0,,@AIRTEL_KE,
8618,1293476170571358208,2020-08-12 09:15:25+00:00,@AIRTEL_KE please could you explain to me how I'm still following up on my router deposit refund 5 months down the line? Why the landlord tendencies? And your phone representatives put me on hold for ages and have the audacity to then hang up on me?,Fayande,0,0,,@AIRTEL_KE,
8619,1293475710842163200,2020-08-12 09:13:35+00:00,Hodi @AIRTEL_KE naipataje hii 75 GB ya siku 30..,mumidzi9,0,0,,@AIRTEL_KE,
8621,1293474970295767040,2020-08-12 09:10:39+00:00,"@AIRTEL_KE there has been a below top up reversal request for number 0751080868 sent to you by pesapal.please do something, this is taking ages, @AIRTEL_KE",Zenah08699306,0,0,,@AIRTEL_KE @AIRTEL_KE,
8622,1293474479734128645,2020-08-12 09:08:42+00:00,"@AIRTEL_KE hi, your network here in Mwea needs divine intervention. Sijui kaa mmewahi ambiwa hivo tena, but I have to say it because I'm suffering. – at Wanguru",gmwaniki,0,0,,@AIRTEL_KE,
8623,1293473168900919296,2020-08-12 09:03:29+00:00,Why is Airtel still charging fees when transferring money 1000 & below across networks?@AIRTEL_KE,lutilogregory,0,0,,@AIRTEL_KE,
8625,1293472378605969408,2020-08-12 09:00:21+00:00,@AIRTEL_KE please advise.^^NO,pesapalcare,0,0,,@AIRTEL_KE,
8631,1293470689643634688,2020-08-12 08:53:38+00:00,@AIRTEL_KE How do i check my Binge bundle balance?,stanohthe1,0,0,,@AIRTEL_KE,
8632,1293470568767987713,2020-08-12 08:53:09+00:00,Awesome @AIRTEL_KE Tv ,RaQara,0,0,,@AIRTEL_KE,
8634,1293469745392635904,2020-08-12 08:49:53+00:00,@AIRTEL_KE kindly assist to get puk for my no. *100#option says my ID no. Doesn't match....,djdrturntablist,0,0,,@AIRTEL_KE,
8635,1293469726828564482,2020-08-12 08:49:49+00:00,Hi @AIRTEL_KE this binge bundle hope you have not divided 2.5 GB per day into night and day bundles,Hustler030,0,0,,@AIRTEL_KE,
8639,1293468219542511616,2020-08-12 08:43:49+00:00,@AIRTEL_KE is there an option for unsubscribing from postpaid without visiting a shop?,sleeintent,0,0,,@AIRTEL_KE,
8642,1293467413082775552,2020-08-12 08:40:37+00:00,Hello @AIRTEL_KE please follow back.. Mimi ni mteja wenu. #vijanatunaweza #teambadilisha,mgiriama_flani,0,1,,@AIRTEL_KE,#vijanatunaweza #teambadilisha
8647,1293466194306113537,2020-08-12 08:35:46+00:00,You Know Gentle Lion only Move with the best @AIRTEL_KE For Amazing New Contents and Affordable Data Supscription You know the Network @AIRTEL_KE #AirtelTvApp,Oga_Bacheloor,3,7,,@AIRTEL_KE @AIRTEL_KE,#AirtelTvApp
8665,1293457680842067970,2020-08-12 08:01:57+00:00,Word @AIRTEL_KE,wireless_254,0,0,,@AIRTEL_KE,
8667,1293455742234763264,2020-08-12 07:54:14+00:00,"@AIRTEL_KE Hi, kindly check DM for an urgent issue to be addressed. Boaz",BMugoto,0,0,,@AIRTEL_KE,
8668,1293455274481770496,2020-08-12 07:52:23+00:00,Lately everything about @AIRTEL_KE is bull crap! Mpesa to airtelmoney takes forever to come through!,Jogoo27239879,0,0,,@AIRTEL_KE,
8679,1293450601360220160,2020-08-12 07:33:49+00:00,@AIRTEL_KE I've had enough of you... I'm on auto renewal but apparently you have to steal my data and minutes... Good riddance to bad rubbish.. Off to telkom,kamiwach,0,0,,@AIRTEL_KE,
8688,1293447724784857088,2020-08-12 07:22:23+00:00,@AIRTEL_KE how does one subscribe to the Smart tariff packages?,sleeintent,0,0,,@AIRTEL_KE,
8690,1293447328297361408,2020-08-12 07:20:48+00:00,@AIRTEL_KE ndio mwisho wa mawazo ya Thao tu.,WMwelesa,0,0,,@AIRTEL_KE,
8695,1293446649180758017,2020-08-12 07:18:06+00:00,@AIRTEL_KE You are new thieves in town! ,HonThiong,0,0,,@AIRTEL_KE,
8698,1293445728795230214,2020-08-12 07:14:27+00:00,Please @AIRTEL_KE reply to my DM,Elvinebarasa,0,0,,@AIRTEL_KE,
8700,1293444781927014402,2020-08-12 07:10:41+00:00,@AIRTEL_KE why is internet acting up? Since yesterday... ,is_you_mee,0,0,,@AIRTEL_KE,
8702,1293443971449073664,2020-08-12 07:07:28+00:00,@AIRTEL_KE please check DM.,pmbua,0,0,,@AIRTEL_KE,
8704,1293443689117818881,2020-08-12 07:06:21+00:00,@AIRTEL_KE Hey I've been away from kenya na simcard yangu ya saf haijakua na roaming network so i wondered kama mtaeza ifunga...,Nattykym,0,0,,@AIRTEL_KE,
8708,1293442365751996416,2020-08-12 07:01:05+00:00,How long are you taking to handle my issue? @AIRTEL_KE,noonquincy,0,0,,@AIRTEL_KE,
8715,1293441603319861248,2020-08-12 06:58:03+00:00,"@AIRTEL_KE Good morning, kindly check dm.",Chege_Mathu,0,0,,@AIRTEL_KE,
8717,1293441161198174208,2020-08-12 06:56:18+00:00,Oya @AIRTEL_KE . Is there a gadget I can buy and install in my house to improve your signal strength within the house?,OnnessMutua,0,0,,@AIRTEL_KE,
8718,1293440294382374912,2020-08-12 06:52:51+00:00,Good morning @AIRTEL_KE Please confirm whether I can use Airtel Money to pay for Jumia packages (510800/162),DennisNyaga11,0,0,,@AIRTEL_KE,
8722,1293435127863877633,2020-08-12 06:32:20+00:00,Si @AIRTEL_KE kenya mnifollow hadi leo am your loyal costumer,ndokuomoka,0,1,,@AIRTEL_KE,
8732,1293431509542744066,2020-08-12 06:17:57+00:00,@AIRTEL_KE Kindly check DM,njeri_kamani,0,0,,@AIRTEL_KE,
8733,1293431172219973632,2020-08-12 06:16:36+00:00,@AIRTEL_KE.. Worst network ever.. Why steal from your customers?,kamiwach,0,0,,@AIRTEL_KE,
8735,1293431171515387912,2020-08-12 06:16:36+00:00,"@AIRTEL_KE, worst network ever.. You can block me but I'll keep shouting even from the rooftops",kamiwach,0,0,,@AIRTEL_KE,
8740,1293429149755826179,2020-08-12 06:08:34+00:00,"Airtel TV (Africa) App should add Contents & Live Streamings of @ZeeWorldAfrica, @zeemagic_africa &amp; @SaStarlife Channels. @AirtelNigeria @AIRTEL_KE @Airtel_Ug @Airtel_Zambia @airtelmg @airtelrw @AirtelMlw @airtel_tanzania @airtelsesel @airteltchad @airteltigoghana @HarmeenM",harsshtrivedi,0,0,,@ZeeWorldAfrica @ZeeMagic_Africa @SaStarlife @AirtelNigeria @AIRTEL_KE @Airtel_Ug @Airtel_Zambia @airtelmg @airtelrw @AirtelMlw @airtel_tanzania @airtelsesel @airteltchad @airteltigoghana @HarmeenM,
8742,1293428698541109248,2020-08-12 06:06:47+00:00,@AIRTEL_KE stop stealing from me... This is the second month.. Where are my minutes and data bundles disappearing to?,kamiwach,0,0,,@AIRTEL_KE,
8750,1293425047072276482,2020-08-12 05:52:16+00:00,"@AIRTEL_KE Network mbaya for now 12 days. I tweeted hamkujibu 3g bars full, but the speed 100kbps haipiti...12 good days, bundles we buy zinaexpire tukiona tu.",DaltoneAkumu,0,0,,@AIRTEL_KE,
8754,1293420706215206912,2020-08-12 05:35:01+00:00,@AIRTEL_KE PLEASE RESOLVE C38306486 C38306486 C38306486 C38306486 C38306486 C38306486 C38306486 C38306486,yiegon,0,0,,@AIRTEL_KE,
8757,1293418596190826501,2020-08-12 05:26:38+00:00,@AIRTEL_KE I can't check my binge bundle balance using the code *544*3#It is not giving me any feedback. Ni nini mbaya. Your response to issues takes longer. Whom should we report to? Communications Authority of Kenya?? Give us effective service,NdwigaNyagaJ,0,0,,@AIRTEL_KE,
8759,1293418244536238080,2020-08-12 05:25:14+00:00,Btw your network is very poor... mtu ashinde nje akitafuta network hio Sio poa btw @AIRTEL_KE,Richard_vital_1,0,0,,@AIRTEL_KE,
8761,1293415682034610176,2020-08-12 05:15:03+00:00,"@AIRTEL_KE Morning, check DM and reply",elphasensa,0,0,,@AIRTEL_KE,
8772,1293409649035816960,2020-08-12 04:51:05+00:00,@AIRTEL_KE watasema data ya safaricom iko slow ,GicharuKariuki,0,6,,@AIRTEL_KE,
8779,1293401389226434562,2020-08-12 04:18:16+00:00,"@AIRTEL_KE do you know that Kyumbi aka Makutano, in Machakos County is fast growing with a mix of locals and others, including yours truly, investing and call it home? @Safaricom_Care network is fantastic but why is my beloved @AIRTEL_KE's Data service horrendous!? Tuhame?",oladipoh,0,0,,@AIRTEL_KE @Safaricom_Care @AIRTEL_KE,
8782,1293398179333931015,2020-08-12 04:05:30+00:00,@Safaricom_Care @AIRTEL_KE when will this nonsense come to an end? I thought @CA_Kenya said you curb fraud?!,GnosticGod,0,0,,@Safaricom_Care @AIRTEL_KE @CA_Kenya,
8786,1293395357137883136,2020-08-12 03:54:17+00:00,@AIRTEL_KE is there no day i will dial to redeem or check my zawadi points without getting an internal error server message???? Y'all fucked up!!,GideonSagero,0,0,,@AIRTEL_KE,
8798,1293386968366186497,2020-08-12 03:20:57+00:00,@AIRTEL_KE I've just recharged my wifi bundles online. The payment has been taken by DPO and debited from my account but I have not been credited with bundles. Can you help?,stepandstone,0,0,,@AIRTEL_KE,
8800,1293378075460345857,2020-08-12 02:45:37+00:00,I actually gave up on them long time ago and switched to @AIRTEL_KE To make matters worse I went to complain at Telkom Shop in Kikuyu the lady was so rude. Told her I've been having a problem with my network and all she could say was that she has received numerous complaints,Wangombe_Eve,0,0,,@AIRTEL_KE,
8801,1293374861562257411,2020-08-12 02:32:51+00:00,"@AIRTEL_KE Guys...so, this 75GBs, it's counted as 205gbs for 30 days... What happens when at the end of 30days I have like 5, or 10gbs left? Also, if on Monday I use 1gb, Tuesday I use 1gb, will I be able to use 5.5gb on Wednesday (3gb leftover from Mon and Tues)",IamDennisMwangi,0,0,,@AIRTEL_KE,
8814,1293347834964541440,2020-08-12 00:45:27+00:00,@airtelindia @Airtel_Presence @airtelnews @Airtel_Ug @airtelrw @airtelmg @Airtel_Zambia @AIRTEL_KE @AirtelRwCares Its been more than a year i registered a complaint still no resolution in my area. Airtel sucks fucked up services as i told u before i am the postpaid customer,SumitAr63115322,0,0,,@airtelindia @Airtel_Presence @airtelnews @Airtel_Ug @airtelrw @airtelmg @Airtel_Zambia @AIRTEL_KE @AirtelRwCares,
8815,1293345934047424512,2020-08-12 00:37:54+00:00,@AIRTEL_KE Kindly check on your DM coz we sent you a request on a certain issue on Sunday and up to now no response received yet,Asapay1,0,0,,@AIRTEL_KE,
8817,1293336462281203712,2020-08-12 00:00:16+00:00,You Deserve Someone Who Would Jump Fences to Be with You! @bharat__surya @lovelynhild @djdrek84 @airtel_ke @mysodotcom @williamgjones @wbellauthor @karijoys @patgrant7777 @donburgess_ @billmoore20 @isamuuran1316 @terryfield30 @wil_bielert @writerconclave,ledrew,4,9,,@BHARAT__SURYA @LovelynHild @DJDREK84 @AIRTEL_KE @MySOdotCom @WilliamGJones @wbellauthor @KariJoys @PatGrant7777 @DonBurgess_ @BillMoore20 @isamuuran1316 @TerryField30 @wil_bielert @writerconclave,
8820,1293330277675208705,2020-08-11 23:35:41+00:00,"@AIRTEL_KE My line, 0733966423 went off yesterday and I have since been off air. Repeated attempts to switch my phone on and off have not succeeded in restarting it. Help",mike_matekwa,0,0,,@AIRTEL_KE,
8837,1293291424092430337,2020-08-11 21:01:18+00:00,Very poor network @AIRTEL_KE I can even search something kwa net,Crippled_alpha,0,0,,@AIRTEL_KE,
8844,1293286000010170371,2020-08-11 20:39:45+00:00,"Hey @Airtel_ke, your network around mutira girls ",ivans254,0,0,,@AIRTEL_KE,
8872,1293271818409840640,2020-08-11 19:43:23+00:00,This guys are fake ...the reply after two months @AIRTEL_KE ama vipi?,abdirahmanharir,0,0,,@AIRTEL_KE,
8873,1293271336631099397,2020-08-11 19:41:29+00:00,@AIRTEL_KE do you mind helping... Someone sent me money from Airtel money to my Mpesa and I deleted the message.. called Safaricom and they cannot help...what should I do,Alfan_hmd,0,0,,@AIRTEL_KE,
8879,1293269285222191106,2020-08-11 19:33:20+00:00,@AIRTEL_KE check DM...,Muuggzz,0,0,,@AIRTEL_KE,
8883,1293264889440501760,2020-08-11 19:15:51+00:00,@AIRTEL_KE check Dm,ItsAmosNjeru,0,0,,@AIRTEL_KE,
8887,1293258652929765376,2020-08-11 18:51:05+00:00,@airtelindia @Airtel_Presence @Airtel_Ug @airtelrw @AirtelNigeria @AIRTEL_KE @Airtel_Zambia @airtelmg worst service of airtel I complaint since 65 days but there is no internet and call drops kindly see screenshot of Speed. #fraudAirtel,UjjwalS90164605,1,0,,@airtelindia @Airtel_Presence @Airtel_Ug @airtelrw @AirtelNigeria @AIRTEL_KE @Airtel_Zambia @airtelmg,#fraudAirtel
8892,1293253381449023489,2020-08-11 18:30:08+00:00,@AIRTEL_KE does @AIRTEL_KE reply to complains?,jenissiphotos,0,0,,@AIRTEL_KE @AIRTEL_KE,
8899,1293248138879393792,2020-08-11 18:09:18+00:00,Because my cell number is causing @AIRTEL_KE's pathetic techie issues? Wonder never cease.,Jogoo27239879,0,0,,@AIRTEL_KE,
8906,1293245469515231237,2020-08-11 17:58:41+00:00,@AIRTEL_KE Have you got hourly bundles like 1 gb for one hour at a given cost??,Mr_Ikaria,0,0,,@AIRTEL_KE,
8907,1293245296567345155,2020-08-11 17:58:00+00:00,@AIRTEL_KE line not connected yet from 4th August. 0735 975763.I could ask to speak to the boss but am not a Karen. So I'll just calm down and test my anger management skills.,KirikaJ,0,0,,@AIRTEL_KE,
8909,1293244301556748289,2020-08-11 17:54:03+00:00,@AIRTEL_KE do you know that when you dial 100 then follow the instructions we go nowhere dial 9 and your told it's prohibited I think you should know!,iam_highonlife,0,0,,@AIRTEL_KE,
8911,1293243201877348352,2020-08-11 17:49:41+00:00,@SafaricomPLC @AIRTEL_KE @TelkomKenya wa kushikilia pembe na wa kukamua ,Georgytel,0,0,,@SafaricomPLC @AIRTEL_KE @TelkomKenya,
8912,1293241717752320003,2020-08-11 17:43:47+00:00,"@AIRTEL_KE Dear Customer, we have given you FREE 100minutes DAILY for Airtel to Airtel calls for 7 days. Dial *544*31#to check balance.Dont tell me if it's not working.this is not the first time.Let. me be.",itsmephin1,0,0,,@AIRTEL_KE,
